type,raid_group_name,member_name,character_name,character_class,character_is_alt,character_inactive_at,character_note,sort_order,item_name,item_id,is_offspec,note,received_at,import_id,item_note,item_prio_note,item_tier,item_tier_label,created_at,updated_at
wishlist,,"Anna (Mike)",Anna,Paladin,0,,,8,"Heroic Key to the Focusing Iris",44577,0,,,,,,,2,A,"2022-10-12 01:25:02","2022-10-12 01:25:02"
wishlist,,"Anna (Mike)",Anna,Paladin,0,,,9,"Pennant Cloak",44005,0,,,,,,,4,C,"2022-10-06 12:15:30","2022-10-12 01:25:32"
wishlist,,"Anna (Mike)",Anna,Paladin,0,,,10,"Waistguard of Divine Grace",40259,0,,,,,,,4,C,"2022-10-06 12:15:30","2022-10-12 01:25:32"
wishlist,,"Anna (Mike)",Anna,Paladin,0,,,11,"Breastplate of the Lost Conqueror",40625,0,,"2022-10-14 18:02:59",,,,,3,B,"2022-10-12 01:32:39","2022-10-14 18:02:59"
wishlist,,"Anna (Mike)",Anna,Paladin,0,,,12,"Gauntlets of the Lost Conqueror",40628,0,,,,,,,3,B,"2022-10-12 01:32:39","2022-10-12 01:32:39"
wishlist,,"Anna (Mike)",Anna,Paladin,0,,,13,"Bands of Mutual Respect",40324,0,,,,,,,5,D,"2022-10-09 20:01:02","2022-10-12 01:25:32"
wishlist,,artemius_767,Artemiy,Mage,0,,,1,"Leggings of the Wanton Spellcaster",40560,0,,,,,,,3,B,"2022-10-09 12:43:10","2022-10-12 17:29:04"
wishlist,,artemius_767,Artemiy,Mage,0,,,2,"The Turning Tide",40396,0,,,,,,,1,S,"2022-10-09 12:43:10","2022-10-12 17:29:04"
wishlist,,artemius_767,Artemiy,Mage,0,,,3,"Crown of the Lost Vanquisher",40633,0,,,,,,,3,B,"2022-10-12 01:39:44","2022-10-12 17:29:04"
wishlist,,artemius_767,Artemiy,Mage,0,,,4,"Heroic Key to the Focusing Iris",44577,0,,,,,,,2,A,"2022-10-12 01:39:44","2022-10-12 17:29:04"
wishlist,,artemius_767,Artemiy,Mage,0,,,5,"Illustration of the Dragon Soul",40432,0,,,,,,,2,A,"2022-10-09 12:43:10","2022-10-12 17:29:04"
wishlist,,artemius_767,Artemiy,Mage,0,,,6,"Pennant Cloak",44005,0,,,,,,,4,C,"2022-10-09 12:43:10","2022-10-12 17:29:04"
wishlist,,artemius_767,Artemiy,Mage,0,,,7,"Unsullied Cuffs",44008,0,,,,,,,4,C,"2022-10-09 12:43:10","2022-10-12 17:29:04"
wishlist,,artemius_767,Artemiy,Mage,0,,,8,"Signet of Manifested Pain",40399,0,,,,,,,4,C,"2022-10-09 12:43:10","2022-10-12 17:29:04"
wishlist,,artemius_767,Artemiy,Mage,0,,,9,"Arcanic Tramplers",40558,0,,,,,,,4,C,"2022-10-09 12:43:10","2022-10-12 17:29:04"
wishlist,,artemius_767,Artemiy,Mage,0,,,10,"Dying Curse",40255,0,,,,,,,2,A,"2022-10-09 12:43:10","2022-10-12 17:29:04"
wishlist,,artemius_767,Artemiy,Mage,0,,,11,"Breastplate of the Lost Vanquisher",40627,0,,"2022-10-12 17:29:04",,,,,3,B,"2022-10-12 01:39:44","2022-10-12 17:29:04"
wishlist,,artemius_767,Artemiy,Mage,0,,,12,"Mantle of the Lost Vanquisher",40639,0,,,,,,,5,D,"2022-10-12 01:39:44","2022-10-12 17:29:04"
wishlist,,artemius_767,Artemiy,Mage,0,,,13,"Surplus Limb",40273,0,,,,,,,4,C,"2022-10-09 12:43:10","2022-10-12 17:29:04"
wishlist,,artemius_767,Artemiy,Mage,0,,,14,"Gauntlets of the Lost Vanquisher",40630,0,,"2022-10-12 17:29:04",,,,,3,B,"2022-10-12 01:39:44","2022-10-12 17:29:04"
wishlist,,artemius_767,Artemiy,Mage,0,,,15,"Cincture of Polarity",40301,0,,,,,,,5,D,"2022-10-09 12:43:10","2022-10-12 17:29:04"
wishlist,,artemius_767,Artemiy,Mage,0,,,16,"Lost Jewel",40080,0,,,,,,,5,D,"2022-10-09 12:43:10","2022-10-12 17:29:04"
wishlist,,artemius_767,Artemiy,Mage,0,,,17,"Gemmed Wand of the Nerubians",39712,0,,,,,,,4,C,"2022-10-09 12:43:10","2022-10-09 12:43:10"
wishlist,,Dagren,Beschuit,Priest,0,,,1,"Torch of Holy Fire",40395,0,,,,,,,1,S,"2022-09-27 23:16:52","2022-09-27 23:16:52"
wishlist,,Dagren,Beschuit,Priest,0,,,2,"Crown of the Lost Conqueror",40631,0,,,,,,,3,B,"2022-09-27 23:16:52","2022-10-12 15:45:48"
wishlist,,Dagren,Beschuit,Priest,0,,,3,"Leggings of Mortal Arrogance",40398,0,,,,,,,3,B,"2022-09-27 23:16:52","2022-10-12 15:45:48"
wishlist,,Dagren,Beschuit,Priest,0,,,4,"Soul of the Dead",40382,0,,,,,,,2,A,"2022-09-27 23:16:52","2022-09-27 23:16:52"
wishlist,,Dagren,Beschuit,Priest,0,,,5,"Matriarch's Spawn",39766,0,,,,,,,4,C,"2022-10-10 14:25:05","2022-10-12 15:45:48"
wishlist,,Dagren,Beschuit,Priest,0,,,6,"Breastplate of the Lost Conqueror",40625,0,,,,,,,3,B,"2022-09-27 23:16:52","2022-10-12 15:45:48"
wishlist,,Dagren,Beschuit,Priest,0,,,7,"Unsullied Cuffs",44008,0,,,,,,,4,C,"2022-10-10 14:25:05","2022-10-12 15:45:48"
wishlist,,Dagren,Beschuit,Priest,0,,,8,"Mantle of the Lost Conqueror",40637,0,,,,,,,5,D,"2022-09-27 23:16:52","2022-09-27 23:16:52"
wishlist,,Dagren,Beschuit,Priest,0,,,9,"Cape of the Unworthy Wizard",40405,0,,,,,,,4,C,"2022-09-27 23:16:52","2022-10-12 15:45:48"
wishlist,,Dagren,Beschuit,Priest,0,,,10,"Plague Igniter",40284,0,,,,,,,4,C,"2022-09-27 23:16:52","2022-10-12 15:45:48"
wishlist,,Dagren,Beschuit,Priest,0,,,11,"Wyrmrest Band",40433,0,,,,,,,4,C,"2022-10-10 14:25:05","2022-10-12 15:45:48"
wishlist,,Dagren,Beschuit,Priest,0,,,12,"Boots of Persuasion",40269,0,,,,,,,5,D,"2022-09-27 23:16:52","2022-10-12 15:45:48"
wishlist,,Dagren,Beschuit,Priest,0,,,13,"Sash of the Parlor",39721,0,,,,,,,5,D,"2022-09-27 23:16:52","2022-09-27 23:16:52"
wishlist,,Dagren,Beschuit,Priest,0,,,14,"Seized Beauty",40108,0,,"2022-10-14 18:02:59",,,,,5,D,"2022-09-27 23:16:52","2022-10-14 18:02:59"
wishlist,,Dagren,Beschuit,Priest,0,,,15,"Chains of Adoration",40071,0,,,,,,,5,D,"2022-09-27 23:16:52","2022-09-27 23:16:52"
wishlist,,Dagren,Beschuit,Priest,0,,,16,"Gauntlets of the Lost Conqueror",40628,0,,,,,,,3,B,"2022-09-27 23:16:52","2022-09-27 23:16:52"
wishlist,,DonBurrito,Bulbo,Paladin,0,,,1,"Betrayer of Humanity",40384,0,,,,,,,1,S,"2022-10-03 18:37:55","2022-10-12 14:37:40"
wishlist,,DonBurrito,Bulbo,Paladin,0,,,2,"Obsidian Greathelm",44006,0,,,,,,,3,B,"2022-10-03 18:37:55","2022-10-12 14:37:40"
wishlist,,DonBurrito,Bulbo,Paladin,0,,,3,"Heroic Key to the Focusing Iris",44577,0,,,,,,,2,A,"2022-10-12 02:01:38","2022-10-12 14:37:40"
wishlist,,DonBurrito,Bulbo,Paladin,0,,,4,"Frosted Adroit Handguards",40541,0,,,,,,,4,C,"2022-10-03 18:37:55","2022-10-12 14:37:40"
wishlist,,DonBurrito,Bulbo,Paladin,0,,,5,"Leggings of the Honored",44011,0,,,,,,,3,B,"2022-10-03 18:37:55","2022-10-12 14:37:40"
wishlist,,DonBurrito,Bulbo,Paladin,0,,,6,"Drape of the Deadly Foe",40403,0,,,,,,,4,C,"2022-10-03 18:37:55","2022-10-12 14:37:40"
wishlist,,DonBurrito,Bulbo,Paladin,0,,,7,"Girdle of Chivalry",40278,0,,,,,,,4,C,"2022-10-03 18:37:55","2022-10-12 14:37:40"
wishlist,,DonBurrito,Bulbo,Paladin,0,,,8,Ruthlessness,40075,0,,"2022-10-14 18:04:47",,,,,4,C,"2022-10-03 18:37:55","2022-10-14 18:04:47"
wishlist,,DonBurrito,Bulbo,Paladin,0,,,9,"Bracers of Unrelenting Attack",40330,0,,,,,,,4,C,"2022-10-03 18:37:55","2022-10-12 14:37:40"
wishlist,,DonBurrito,Bulbo,Paladin,0,,,10,"Sabatons of Sudden Reprisal",39706,0,,,,,,,5,D,"2022-10-03 18:37:55","2022-10-12 14:37:40"
wishlist,,DonBurrito,Bulbo,Paladin,0,,,11,"Breastplate of the Lost Conqueror",40625,0,,,,,,,3,B,"2022-10-12 02:01:38","2022-10-12 14:37:40"
wishlist,,DonBurrito,Bulbo,Paladin,0,,,12,"Mantle of the Lost Conqueror",40637,0,,"2022-10-12 14:37:40",,,,,5,D,"2022-10-12 02:01:38","2022-10-12 14:37:40"
wishlist,,DonBurrito,Bulbo,Paladin,0,,,13,"Fury of the Five Flights",40431,0,,"2022-10-12 14:37:40",,,,,2,A,"2022-10-03 18:37:55","2022-10-12 14:37:40"
wishlist,,Chronia,Chronia,Warlock,0,,,1,"The Turning Tide",40396,0,,,,,,,1,S,"2022-10-11 14:05:14","2022-10-11 14:05:14"
wishlist,,Chronia,Chronia,Warlock,0,,,2,"Dying Curse",40255,0,,,,,,,2,A,"2022-10-11 14:05:14","2022-10-11 14:05:14"
wishlist,,Chronia,Chronia,Warlock,0,,,3,"Illustration of the Dragon Soul",40432,0,,,,,,,2,A,"2022-10-11 14:05:14","2022-10-11 14:05:14"
wishlist,,Chronia,Chronia,Warlock,0,,,4,"Leggings of the Wanton Spellcaster",40560,0,,,,,,,3,B,"2022-10-11 14:05:14","2022-10-11 14:05:14"
wishlist,,Chronia,Chronia,Warlock,0,,,5,"Crown of the Lost Conqueror",40631,0,,,,,,,3,B,"2022-10-11 14:05:14","2022-10-11 15:10:12"
wishlist,,Chronia,Chronia,Warlock,0,,,6,"Breastplate of the Lost Conqueror",40625,0,,,,,,,3,B,"2022-10-11 14:05:14","2022-10-11 15:10:12"
wishlist,,Chronia,Chronia,Warlock,0,,,7,"Gauntlets of the Lost Conqueror",40628,0,,,,,,,3,B,"2022-10-11 14:05:14","2022-10-11 15:10:12"
wishlist,,Chronia,Chronia,Warlock,0,,,8,"Gemmed Wand of the Nerubians",39712,0,,,,,,,4,C,"2022-10-11 15:10:12","2022-10-11 15:10:12"
wishlist,,Chronia,Chronia,Warlock,0,,,9,"Heroic Key to the Focusing Iris",44577,0,,,,,,,2,A,"2022-10-11 14:05:14","2022-10-11 15:10:12"
wishlist,,Chronia,Chronia,Warlock,0,,,10,"Leash of Heedless Magic",40561,0,,,,,,,4,C,"2022-10-11 14:05:14","2022-10-11 15:10:12"
wishlist,,Chronia,Chronia,Warlock,0,,,11,"Unsullied Cuffs",44008,0,,,,,,,4,C,"2022-10-11 14:05:14","2022-10-11 15:10:12"
wishlist,,Chronia,Chronia,Warlock,0,,,12,"Pennant Cloak",44005,0,,,,,,,4,C,"2022-10-11 14:05:14","2022-10-11 15:10:12"
wishlist,,Chronia,Chronia,Warlock,0,,,13,"Arcanic Tramplers",40558,0,,,,,,,4,C,"2022-10-11 14:05:14","2022-10-11 15:10:12"
wishlist,,Chronia,Chronia,Warlock,0,,,14,"Lost Jewel",40080,0,,,,,,,5,D,"2022-10-11 14:05:14","2022-10-11 15:10:12"
wishlist,,Chronia,Chronia,Warlock,0,,,15,"Signet of Manifested Pain",40399,0,,,,,,,4,C,"2022-10-11 14:05:14","2022-10-11 15:10:12"
wishlist,,Chronia,Chronia,Warlock,0,,,16,"Accursed Spine",40192,0,,,,,,,4,C,"2022-10-11 14:05:14","2022-10-11 15:10:12"
wishlist,,Chronia,Chronia,Warlock,0,,,17,"Mantle of the Lost Conqueror",40637,0,,"2022-10-14 18:04:47",,,,,5,D,"2022-10-11 14:05:14","2022-10-14 18:04:48"
wishlist,,Chronia,Chronia,Warlock,0,,,18,"Legplates of the Lost Conqueror",40634,0,,,,,,,5,D,"2022-10-11 14:05:14","2022-10-11 15:10:12"
wishlist,,Chronia,Chronia,Warlock,0,,,19,"Surplus Limb",40273,0,"Hit option",,,,,,4,C,"2022-10-11 15:10:12","2022-10-11 15:10:12"
wishlist,,Chronia,Chronia,Warlock,0,,,20,"Matriarch's Spawn",39766,0,"side grade from spine",,,,,,4,C,"2022-10-11 15:10:12","2022-10-11 15:10:12"
wishlist,,Chronia,Chronia,Warlock,0,,,21,"Hood of Rationality",40562,0,"option if legs wont drop",,,,,,3,B,"2022-10-11 15:10:12","2022-10-11 15:10:12"
wishlist,,Chronia,Chronia,Warlock,0,,,22,"Cape of the Unworthy Wizard",40405,0,"2nd bis after pennant",,,,,,4,C,"2022-10-11 15:10:12","2022-10-11 15:10:12"
wishlist,,Wookster,Clawmidia,Druid,0,,,1,"Torch of Holy Fire",40395,0,,,,,,,1,S,"2022-10-12 13:22:54","2022-10-12 14:16:40"
wishlist,,Wookster,Clawmidia,Druid,0,,,2,"Illustration of the Dragon Soul",40432,0,,,,,,,2,A,"2022-10-12 13:22:54","2022-10-12 14:16:40"
wishlist,,Wookster,Clawmidia,Druid,0,,,3,"Forethought Talisman",40258,0,,,,,,,2,A,"2022-10-12 13:22:54","2022-10-12 14:16:40"
wishlist,,Wookster,Clawmidia,Druid,0,,,4,"Signet of Manifested Pain",40399,0,,,,,,,4,C,"2022-10-12 13:22:54","2022-10-12 13:32:20"
wishlist,,Wookster,Clawmidia,Druid,0,,,5,"Ring of Decaying Beauty",40375,0,,,,,,,5,D,"2022-10-12 13:32:20","2022-10-12 13:32:20"
wishlist,,Wookster,Clawmidia,Druid,0,,,6,"Chains of Adoration",40071,0,,,,,,,5,D,"2022-10-12 13:22:54","2022-10-12 13:32:20"
wishlist,,Wookster,Clawmidia,Druid,0,,,7,"Pennant Cloak",44005,0,,,,,,,4,C,"2022-10-12 13:22:54","2022-10-12 13:32:20"
wishlist,,Wookster,Clawmidia,Druid,0,,,8,"Matriarch's Spawn",39766,0,,,,,,,4,C,"2022-10-12 13:22:54","2022-10-12 13:32:20"
wishlist,,Wookster,Clawmidia,Druid,0,,,9,"Leash of Heedless Magic",40561,0,,,,,,,4,C,"2022-10-12 13:22:54","2022-10-12 13:32:20"
wishlist,,Wookster,Clawmidia,Druid,0,,,10,"Legguards of the Boneyard",40379,0,,"2022-10-14 18:04:47",,,,,5,D,"2022-10-12 13:22:54","2022-10-14 18:04:47"
wishlist,,Wookster,Clawmidia,Druid,0,,,11,"Arcanic Tramplers",40558,0,,,,,,,4,C,"2022-10-12 13:22:54","2022-10-12 13:32:20"
wishlist,,Wookster,Clawmidia,Druid,0,,,12,"The Sanctum's Flowing Vestments",44002,0,,,,,,,3,B,"2022-10-12 13:22:54","2022-10-12 13:32:20"
wishlist,,Wookster,Clawmidia,Druid,0,,,13,"Gauntlets of the Lost Vanquisher",40630,0,,,,,,,3,B,"2022-10-12 15:47:07","2022-10-12 15:47:07"
wishlist,,Wookster,Clawmidia,Druid,0,,,14,"Unsullied Cuffs",44008,0,,,,,,,4,C,"2022-10-12 13:22:54","2022-10-12 13:32:20"
wishlist,,Wookster,Clawmidia,Druid,0,,,15,"Mantle of the Locusts",39719,0,,,,,,,5,D,"2022-10-12 13:22:54","2022-10-12 13:32:20"
wishlist,,Wookster,Clawmidia,Druid,0,,,16,"Idol of Awakening",40342,0,,,,,,,4,C,"2022-10-12 13:22:54","2022-10-12 13:32:20"
wishlist,,Wookster,Clawmidia,Druid,0,,,17,"Headpiece of Reconciliation",44007,0,,"2022-10-12 13:22:54",,,,,5,D,"2022-10-12 13:22:54","2022-10-12 13:32:20"
wishlist,,Keggy18,Drukeg,Druid,0,,"Lets gooo",1,"Crown of the Lost Vanquisher",40633,0,,,,,,,3,B,"2022-10-13 01:39:05","2022-10-13 17:34:36"
wishlist,,Keggy18,Drukeg,Druid,0,,"Lets gooo",2,"Dying Curse",40255,0,,,,,,,2,A,"2022-09-28 16:27:00","2022-10-13 17:34:36"
wishlist,,Keggy18,Drukeg,Druid,0,,"Lets gooo",3,"Heroic Key to the Focusing Iris",44577,0,,,,,,,2,A,"2022-10-13 17:34:36","2022-10-13 17:34:36"
wishlist,,Keggy18,Drukeg,Druid,0,,"Lets gooo",4,"Illustration of the Dragon Soul",40432,0,,,,,,,2,A,"2022-09-28 16:27:00","2022-10-13 17:34:36"
wishlist,,Keggy18,Drukeg,Druid,0,,"Lets gooo",5,"Torch of Holy Fire",40395,0,,,,,,,1,S,"2022-10-13 01:39:05","2022-10-13 17:34:36"
wishlist,,Keggy18,Drukeg,Druid,0,,"Lets gooo",6,"Accursed Spine",40192,0,,"2022-10-14 18:04:47",,,,,4,C,"2022-10-13 17:34:36","2022-10-14 18:04:47"
wishlist,,Keggy18,Drukeg,Druid,0,,"Lets gooo",7,"Signet of Manifested Pain",40399,0,,,,,,,4,C,"2022-09-28 16:27:00","2022-10-13 17:34:36"
wishlist,,Keggy18,Drukeg,Druid,0,,"Lets gooo",8,"Leggings of the Wanton Spellcaster",40560,0,,,,,,,3,B,"2022-09-28 16:27:00","2022-10-13 17:34:36"
wishlist,,Keggy18,Drukeg,Druid,0,,"Lets gooo",9,"Pennant Cloak",44005,0,,,,,,,4,C,"2022-09-28 16:27:00","2022-10-13 17:34:36"
wishlist,,Keggy18,Drukeg,Druid,0,,"Lets gooo",10,"Leash of Heedless Magic",40561,0,,,,,,,4,C,"2022-09-28 16:27:00","2022-10-13 17:34:36"
wishlist,,Keggy18,Drukeg,Druid,0,,"Lets gooo",11,"Unsullied Cuffs",44008,0,,,,,,,4,C,"2022-09-28 16:27:00","2022-10-13 17:34:36"
wishlist,,Keggy18,Drukeg,Druid,0,,"Lets gooo",12,"Idol of the Shooting Star",40321,0,,,,,,,4,C,"2022-10-13 17:34:36","2022-10-13 17:34:36"
wishlist,,Keggy18,Drukeg,Druid,0,,"Lets gooo",13,"Gauntlets of the Lost Vanquisher",40630,0,,,,,,,3,B,"2022-10-13 01:39:05","2022-10-13 17:34:36"
wishlist,,Keggy18,Drukeg,Druid,0,,"Lets gooo",14,"Breastplate of the Lost Vanquisher",40627,0,,,,,,,3,B,"2022-10-13 01:39:05","2022-10-13 17:34:36"
wishlist,,Keggy18,Drukeg,Druid,0,,"Lets gooo",15,"Footsteps of Malygos",40519,0,,"2022-10-13 01:39:22",,,,,,,"2022-09-28 16:27:00","2022-10-13 01:39:22"
wishlist,,Keggy18,Drukeg,Druid,0,,"Lets gooo",16,"Mantle of the Lost Vanquisher",40639,0,,,,,,,5,D,"2022-10-13 01:39:05","2022-10-13 17:34:36"
wishlist,,Keggy18,Drukeg,Druid,0,,"Lets gooo",17,"Lost Jewel",40080,0,,"2022-10-14 18:02:59",,,,,5,D,"2022-09-28 16:27:00","2022-10-14 18:02:59"
wishlist,,Esmerálda,Esmerálda,Rogue,0,,,1,"Drape of the Deadly Foe",40403,0,,,,,,,4,C,"2022-09-28 08:54:30","2022-10-10 00:36:34"
wishlist,,Esmerálda,Esmerálda,Rogue,0,,,2,"Chestguard of the Recluse",40539,0,,,,,,,3,B,"2022-09-28 08:54:30","2022-10-10 00:36:34"
wishlist,,Esmerálda,Esmerálda,Rogue,0,,,3,"Heroic Key to the Focusing Iris",44577,0,,,,,,,2,A,"2022-10-12 02:04:17","2022-10-12 02:04:17"
wishlist,,Esmerálda,Esmerálda,Rogue,0,,,4,"Strong-Handed Ring",40074,0,,"2022-10-14 18:04:47",,,,,4,C,"2022-09-28 08:54:30","2022-10-14 18:04:47"
wishlist,,Esmerálda,Esmerálda,Rogue,0,,,5,"Frosted Adroit Handguards",40541,0,,,,,,,4,C,"2022-09-28 08:54:30","2022-10-10 00:36:34"
wishlist,,Esmerálda,Esmerálda,Rogue,0,,,6,"Leggings of the Honored",44011,0,,,,,,,3,B,"2022-09-28 08:54:30","2022-10-10 00:36:34"
wishlist,,Esmerálda,Esmerálda,Rogue,0,,,7,"Crown of the Lost Vanquisher",40633,0,,,,,,,3,B,"2022-10-12 02:04:17","2022-10-15 14:45:35"
wishlist,,Esmerálda,Esmerálda,Rogue,0,,,8,"Calamity's Grasp",40383,0,,,,,,,1,S,"2022-09-28 08:54:30","2022-10-15 14:45:35"
wishlist,,Esmerálda,Esmerálda,Rogue,0,,,9,"Webbed Death",39714,0,,,,,,,1,S,"2022-09-28 08:54:30","2022-10-15 14:45:35"
wishlist,,Esmerálda,Esmerálda,Rogue,0,,,10,"Stalk-Skin Belt",40205,0,,,,,,,4,C,"2022-09-28 08:54:30","2022-10-15 14:45:35"
wishlist,,Esmerálda,Esmerálda,Rogue,0,,,11,"Belt of the Tortured",40260,0,,,,,,,4,C,"2022-09-28 08:54:30","2022-10-15 14:45:35"
wishlist,,Esmerálda,Esmerálda,Rogue,0,,,12,"Silent Crusader",40407,1,,,,,,,1,S,"2022-09-28 09:14:58","2022-10-15 14:45:35"
wishlist,,Esmerálda,Esmerálda,Rogue,0,,,13,"Breastplate of the Lost Vanquisher",40627,0,,,,,,,3,B,"2022-10-12 02:06:50","2022-10-15 14:45:35"
wishlist,,Esmerálda,Esmerálda,Rogue,0,,,14,"Legplates of the Lost Vanquisher",40636,0,,,,,,,5,D,"2022-10-12 02:06:50","2022-10-15 14:45:35"
wishlist,,Esmerálda,Esmerálda,Rogue,0,,,15,"Envoy of Mortality",40385,0,,,,"S for hunter / hunter prio obviously",,,4,C,"2022-09-28 08:54:30","2022-10-15 14:45:35"
wishlist,,Esmerálda,Esmerálda,Rogue,0,,,16,"Aged Winter Cloak",40250,0,,,,,,,5,D,"2022-10-10 00:36:34","2022-10-15 14:45:35"
wishlist,,Esmerálda,Esmerálda,Rogue,0,,,17,"Hood of the Exodus",40329,0,,"2022-10-14 18:04:47",,,,,5,D,"2022-10-10 00:36:34","2022-10-15 14:45:35"
wishlist,,Esmerálda,Esmerálda,Rogue,0,,,18,"Sinister Revenge",40386,1,,,,,,,1,S,"2022-09-28 08:54:30","2022-10-15 14:45:35"
wishlist,,xentric,Exxen,"Death Knight",0,,,1,"Legplates of Sovereignty",40589,0,,"2022-10-10 20:34:00",,,,,3,B,"2022-09-26 11:37:15","2022-10-12 15:46:11"
wishlist,,xentric,Exxen,"Death Knight",0,,,2,"Last Laugh",40402,0,,,,,,,1,S,"2022-09-26 11:37:15","2022-10-12 15:52:12"
wishlist,,xentric,Exxen,"Death Knight",0,,,3,"Last Laugh",40402,0,,,,,,,1,S,"2022-09-26 11:37:15","2022-10-12 15:52:12"
wishlist,,xentric,Exxen,"Death Knight",0,,,4,"Crown of the Lost Vanquisher",40633,0,,,,,,,3,B,"2022-10-13 01:57:33","2022-10-13 01:57:33"
wishlist,,xentric,Exxen,"Death Knight",0,,,5,"Sabatons of Endurance",40297,0,,,,,,,4,C,"2022-09-26 11:37:15","2022-10-12 15:46:11"
wishlist,,xentric,Exxen,"Death Knight",0,,,6,"Cloak of the Shadowed Sun",40252,0,,,,,,,4,C,"2022-09-26 11:37:15","2022-10-12 15:46:11"
wishlist,,xentric,Exxen,"Death Knight",0,,,7,"Breastplate of the Lost Vanquisher",40627,0,,"2022-10-14 18:04:47",,,,,3,B,"2022-10-13 01:57:33","2022-10-14 18:04:48"
wishlist,,xentric,Exxen,"Death Knight",0,,,8,"Bracers of the Unholy Knight",40306,0,,"2022-10-14 18:04:47",,,,,4,C,"2022-09-26 11:37:15","2022-10-14 18:04:48"
wishlist,,xentric,Exxen,"Death Knight",0,,,9,"Gauntlets of the Lost Vanquisher",40630,0,,,,,,,3,B,"2022-10-13 01:57:33","2022-10-13 01:57:33"
wishlist,,xentric,Exxen,"Death Knight",0,,,10,"Sand-Worn Band",40107,0,,,,,,,4,C,"2022-09-26 11:37:15","2022-10-12 15:44:21"
wishlist,,xentric,Exxen,"Death Knight",0,,,11,"Ablative Chitin Girdle",39759,0,,"2022-10-09 21:00:20",,,,,4,C,"2022-09-26 11:37:15","2022-10-12 15:46:11"
wishlist,,xentric,Exxen,"Death Knight",0,,,12,"Boundless Ambition",40387,0,,,,,,,4,C,"2022-09-26 11:37:15","2022-10-12 15:46:11"
wishlist,,Fons,Fons,Paladin,0,,,1,"Legplates of Sovereignty",40589,0,,,,,,,3,B,"2022-09-26 07:33:43","2022-10-12 13:25:50"
wishlist,,Fons,Fons,Paladin,0,,,2,"Last Laugh",40402,0,,"2022-10-12 13:25:50",,,,,1,S,"2022-09-26 07:33:43","2022-10-12 13:25:50"
wishlist,,Fons,Fons,Paladin,0,,,3,"Wall of Terror",40400,0,,"2022-10-14 18:04:47",,,,,1,S,"2022-09-26 07:33:43","2022-10-14 18:04:47"
wishlist,,Fons,Fons,Paladin,0,,,4,"Boundless Ambition",40387,0,,,,,,,4,C,"2022-10-12 13:25:50","2022-10-12 13:25:50"
wishlist,,Fons,Fons,Paladin,0,,,5,"Crown of the Lost Conqueror",40631,0,,,,,,,3,B,"2022-10-12 02:14:48","2022-10-12 13:25:50"
wishlist,,Fons,Fons,Paladin,0,,,6,"Breastplate of the Lost Conqueror",40625,0,,,,,,,3,B,"2022-10-12 02:14:48","2022-10-12 13:25:50"
wishlist,,Fons,Fons,Paladin,0,,,7,"Gauntlets of the Lost Conqueror",40628,0,,,,,,,3,B,"2022-10-12 02:14:48","2022-10-12 13:27:42"
wishlist,,Fons,Fons,Paladin,0,,,8,"Ablative Chitin Girdle",39759,0,,,,,,,4,C,"2022-09-26 07:33:43","2022-10-12 13:27:42"
wishlist,,Fons,Fons,Paladin,0,,,9,"Sabatons of Endurance",40297,0,,,,,,,4,C,"2022-09-26 07:33:43","2022-10-12 13:27:42"
wishlist,,Fons,Fons,Paladin,0,,,10,"Sand-Worn Band",40107,0,,"2022-10-12 13:25:50",,,,,4,C,"2022-09-26 07:33:43","2022-10-12 13:27:42"
wishlist,,Fons,Fons,Paladin,0,,,11,"Heroic Key to the Focusing Iris",44577,0,,,,,,,2,A,"2022-10-12 02:14:48","2022-10-12 13:27:42"
wishlist,,Fons,Fons,Paladin,0,,,12,"Bindings of the Hapless Prey",39764,0,"Block set","2022-10-14 18:04:47",,,,,5,D,"2022-10-12 13:25:50","2022-10-14 18:04:47"
wishlist,,Fons,Fons,Paladin,0,,,13,"Shadow of the Ghoul",40410,0,"Block set",,,,,,5,D,"2022-10-12 13:25:50","2022-10-12 13:27:42"
wishlist,,Fons,Fons,Paladin,0,,,14,"Gauntlets of the Disobedient",40188,0,"Block set",,,,,,5,D,"2022-10-12 13:25:50","2022-10-12 13:27:42"
wishlist,,Fons,Fons,Paladin,0,,,15,"Inexorable Sabatons",39717,0,"Block set","2022-10-12 13:25:50",,,,,5,D,"2022-10-12 13:25:50","2022-10-12 13:27:42"
wishlist,,Fons,Fons,Paladin,0,,,16,"Legplates of the Lost Conqueror",40634,0,"Block set",,,,,,5,D,"2022-10-12 13:25:50","2022-10-12 13:25:50"
wishlist,,Fons,Fons,Paladin,0,,,17,"Mantle of the Lost Conqueror",40637,0,,,,,,,5,D,"2022-10-12 02:14:48","2022-10-12 13:27:42"
wishlist,,Frostydisc,Frostydisc,"Death Knight",0,,,1,"Obsidian Greathelm",44006,0,,,,,,,3,B,"2022-09-29 09:10:06","2022-10-12 16:10:31"
wishlist,,Frostydisc,Frostydisc,"Death Knight",0,,,2,"Legplates of the Lost Vanquisher",40636,0,,,,,,,5,D,"2022-10-13 01:53:44","2022-10-13 01:53:44"
wishlist,,Frostydisc,Frostydisc,"Death Knight",0,,,3,"Grim Toll",40256,0,,,,,,,2,A,"2022-09-29 09:10:06","2022-10-08 06:48:20"
